Company,Model,Engine Type,Engine Capacity,HorsePower,Top Speed (km/h),0-100 km/h (s),Price ($),Fuel Type,Seats,Torque (Nm),Transmission,Drive,Year,Fuel Efficiency (L/100km)
Honda,Camry,Hybrid,1.2L,651,368,7.9,31191,Hybrid,7,927,Automatic,FWD,2015,3.5
Volkswagen,Tiguan,Hybrid,82 kWh,539,307,9.5,99631,Diesel,7,862,Dual Clutch,AWD,2017,5.6
Mazda,Sportage,Hybrid,1.5L,262,186,3.8,260702,Diesel,5,1437,Manual,AWD,2024,12.6
Peugeot,Sportage,Electric,82 kWh,1161,342,10.9,287673,Hybrid,7,479,Automatic,FWD,2023,5.7
Geely,i8,Petrol,2.0L,563,353,8.0,47175,Diesel,4,893,Dual Clutch,RWD,2020,15.5
Suzuki,Taycan,Petrol,1.2L,121,385,3.7,294819,Diesel,2,713,Manual,FWD,2016,3.6
Kia,CX-5,Diesel,100 kWh,951,163,6.9,172048,Petrol,7,662,Single Speed,AWD,2023,7.4
Volvo,RX 500h,Electric,3.0L,432,183,10.5,209188,Electric,4,519,Automatic,FWD,2018,14.8
Ford,Camry,Diesel,1.2L,986,295,11.0,77821,Diesel,7,151,Automatic,AWD,2022,7.3
BYD,Focus,Petrol,100 kWh,543,338,5.0,27204,Diesel,4,918,Dual Clutch,FWD,2024,15.4
Suzuki,Elantra,Petrol,3.0L,590,301,9.3,284538,Electric,5,304,Dual Clutch,FWD,2021,19.9
BMW,Model S,Hybrid,82 kWh,760,373,3.4,261464,Electric,2,1100,Manual,RWD,2017,16.6
Honda,Defender,Electric,82 kWh,601,302,2.8,48593,Diesel,2,830,Single Speed,AWD,2022,8.8
Volkswagen,Q7,Petrol,1.5L,909,255,7.8,223260,Hybrid,5,356,Single Speed,AWD,2018,18.3
Geely,RX 500h,Hybrid,100 kWh,1158,232,9.1,130064,Diesel,4,284,Dual Clutch,AWD,2016,3.9
Renault,X5,Electric,1.2L,310,181,10.1,68365,Hybrid,7,244,Dual Clutch,RWD,2019,15.3
BYD,Model S,Diesel,4.0L,605,349,5.7,255644,Hybrid,4,1137,Manual,FWD,2015,3.4
Honda,Passat,Electric,82 kWh,152,345,2.6,235511,Hybrid,2,345,Dual Clutch,RWD,2022,6.0
Kia,CX-5,Electric,82 kWh,1051,359,7.1,221971,Electric,5,286,Manual,FWD,2022,19.8
Honda,E-Class,Petrol,1.5L,1020,275,2.7,118700,Diesel,5,1460,Manual,RWD,2017,9.1
Volvo,Leaf,Petrol,3.0L,680,245,3.4,83247,Diesel,4,1382,Single Speed,RWD,2015,16.9
Nissan,Elantra,Electric,1.5L,643,257,5.6,197631,Petrol,4,965,Manual,AWD,2018,9.4
Honda,Taycan,Petrol,1.2L,355,376,6.7,171270,Electric,5,139,Single Speed,RWD,2023,17.3
Volvo,i8,Petrol,100 kWh,1058,239,5.2,168560,Petrol,2,700,Single Speed,FWD,2023,19.4
Geely,Sportage,Petrol,2.0L,528,242,8.0,184587,Petrol,7,1061,Single Speed,RWD,2015,10.4
Geely,Elantra,Hybrid,2.0L,195,202,3.0,196142,Hybrid,7,1541,Dual Clutch,RWD,2021,12.5
Mercedes,Tiguan,Hybrid,100 kWh,494,314,3.9,77613,Electric,4,1085,Single Speed,FWD,2020,13.7
Honda,Taycan,Electric,3.0L,623,365,9.1,111707,Petrol,5,1474,Manual,AWD,2021,18.9
Kia,Defender,Petrol,82 kWh,679,146,3.9,62003,Diesel,5,108,Dual Clutch,FWD,2021,7.4
BMW,F-Type,Hybrid,3.0L,181,266,8.6,63478,Petrol,5,449,Manual,FWD,2022,13.4
Porsche,F-Type,Electric,82 kWh,471,231,3.0,74030,Electric,2,183,Dual Clutch,FWD,2022,8.5
Land Rover,RX 500h,Petrol,82 kWh,191,329,6.4,199133,Diesel,4,632,Manual,RWD,2024,6.7
Peugeot,Focus,Diesel,2.0L,342,192,4.2,160921,Diesel,4,1088,Automatic,RWD,2016,4.4
Suzuki,Chiron,Petrol,3.0L,467,381,3.5,261160,Diesel,4,457,Automatic,FWD,2018,13.6
Peugeot,Tiguan,Petrol,1.5L,540,271,7.9,282589,Hybrid,2,477,Automatic,FWD,2018,18.0
Honda,Leaf,Hybrid,82 kWh,1054,251,11.3,164112,Diesel,4,271,Manual,AWD,2024,9.0
Porsche,Ioniq 6,Electric,4.0L,638,146,3.0,277390,Hybrid,7,1148,Dual Clutch,RWD,2022,12.4
Ferrari,RX 500h,Electric,4.0L,966,369,6.5,46153,Hybrid,4,492,Single Speed,RWD,2017,13.9
Mercedes,Civic,Hybrid,1.5L,889,295,9.2,282356,Petrol,4,1226,Single Speed,RWD,2017,10.0
Peugeot,i8,Petrol,4.0L,922,336,6.9,149411,Petrol,4,801,Manual,RWD,2016,18.4
Renault,Corolla,Diesel,1.2L,779,362,10.2,71238,Diesel,2,1359,Manual,FWD,2015,9.2
BMW,Leaf,Petrol,82 kWh,390,389,4.2,67055,Electric,7,1533,Manual,FWD,2022,5.1
Lexus,Focus,Petrol,1.5L,248,222,11.6,119509,Diesel,7,648,Manual,AWD,2023,5.4
Peugeot,Sportage,Diesel,3.0L,966,379,6.2,150467,Petrol,5,883,Single Speed,RWD,2023,18.1
Jaguar,E-Class,Hybrid,82 kWh,288,328,5.7,142378,Diesel,5,431,Dual Clutch,RWD,2022,19.8
Renault,Taycan,Electric,1.5L,858,197,10.8,102687,Petrol,7,893,Single Speed,FWD,2019,7.9
Toyota,RX 500h,Hybrid,2.0L,561,148,7.9,117652,Diesel,4,748,Manual,AWD,2015,5.4
Geely,Q7,Hybrid,3.0L,130,254,7.4,70773,Electric,4,1082,Automatic,FWD,2023,11.2
Honda,RX 500h,Petrol,2.0L,1147,349,9.4,217668,Diesel,4,1152,Single Speed,RWD,2020,15.1
Renault,Elantra,Electric,82 kWh,607,180,8.0,42584,Electric,2,642,Automatic,RWD,2021,13.4
Ford,Tiguan,Electric,3.0L,917,312,4.0,259901,Electric,4,1142,Automatic,AWD,2022,19.2
Peugeot,Elantra,Hybrid,4.0L,1057,373,8.9,280482,Diesel,2,1271,Manual,FWD,2019,16.9
Audi,Tiguan,Diesel,1.5L,134,217,3.8,77601,Electric,7,1594,Single Speed,RWD,2020,17.8
BMW,Corolla,Hybrid,82 kWh,655,247,10.2,151559,Electric,4,590,Dual Clutch,RWD,2021,12.2
Mercedes,i8,Diesel,1.2L,240,178,11.9,51282,Petrol,4,382,Single Speed,AWD,2021,8.6
Land Rover,Focus,Electric,3.0L,604,258,6.1,241137,Petrol,5,961,Dual Clutch,RWD,2016,14.9
Kia,Passat,Hybrid,3.0L,762,166,6.7,110798,Electric,7,212,Dual Clutch,RWD,2015,10.5
Tesla,Defender,Petrol,100 kWh,177,243,2.9,145963,Hybrid,4,1578,Manual,FWD,2022,7.9
Chevrolet,Defender,Hybrid,82 kWh,883,213,2.6,174876,Diesel,2,1453,Dual Clutch,AWD,2019,5.6
Chevrolet,Passat,Electric,82 kWh,1074,330,11.3,155987,Electric,7,1378,Single Speed,AWD,2024,12.0
Peugeot,Defender,Petrol,2.0L,521,286,3.7,288302,Diesel,5,1522,Single Speed,AWD,2016,13.1
Lexus,Q7,Petrol,100 kWh,659,394,6.7,220229,Petrol,7,961,Automatic,FWD,2017,12.7
Toyota,Taycan,Diesel,4.0L,1109,352,10.2,25547,Diesel,2,709,Dual Clutch,AWD,2020,5.0
BMW,Model S,Petrol,2.0L,396,262,10.9,279603,Electric,5,607,Manual,RWD,2024,12.7
Land Rover,RX 500h,Petrol,100 kWh,677,345,7.4,78146,Electric,2,565,Manual,AWD,2020,5.9
Land Rover,E-Class,Hybrid,2.0L,728,379,7.9,122761,Electric,7,923,Single Speed,RWD,2022,14.3
Renault,F-Type,Electric,4.0L,71,161,8.9,97970,Electric,5,1530,Dual Clutch,AWD,2019,10.3
Kia,Taycan,Diesel,100 kWh,1103,398,11.6,206889,Hybrid,2,708,Manual,AWD,2019,17.4
Mercedes,E-Class,Hybrid,100 kWh,503,244,8.2,184319,Hybrid,7,1221,Dual Clutch,FWD,2021,16.2
BMW,Chiron,Petrol,1.2L,194,397,7.8,30419,Hybrid,2,389,Dual Clutch,AWD,2024,15.3
Land Rover,i8,Petrol,2.0L,1174,343,2.6,50577,Electric,4,967,Automatic,AWD,2019,14.9
Tesla,Ioniq 6,Diesel,2.0L,554,246,3.3,17921,Hybrid,7,1279,Manual,FWD,2023,12.5
Suzuki,Focus,Electric,3.0L,721,390,8.0,159535,Diesel,5,881,Automatic,RWD,2020,4.0
Land Rover,Q7,Diesel,4.0L,869,360,11.4,171546,Electric,5,261,Manual,AWD,2021,14.1
Mercedes,Defender,Hybrid,1.5L,942,361,10.7,140534,Petrol,4,723,Dual Clutch,AWD,2022,10.9
Geely,Passat,Diesel,1.2L,198,397,11.8,271872,Electric,2,816,Manual,RWD,2019,11.0
Jaguar,A6,Petrol,100 kWh,507,340,7.5,87828,Diesel,2,1220,Single Speed,FWD,2018,9.4
Hyundai,Model X,Hybrid,100 kWh,820,397,10.0,138649,Hybrid,5,1500,Dual Clutch,AWD,2022,18.8
Tesla,Ioniq 6,Petrol,100 kWh,570,364,10.5,70152,Electric,2,666,Manual,FWD,2024,7.2
Peugeot,Civic,Electric,1.2L,1151,341,8.7,235073,Hybrid,7,1573,Automatic,RWD,2023,8.4
BMW,Defender,Petrol,100 kWh,280,365,5.7,238393,Electric,7,1093,Automatic,RWD,2015,19.4
Jaguar,Chiron,Petrol,100 kWh,971,375,7.0,101569,Diesel,5,1240,Dual Clutch,FWD,2017,16.8
Mercedes,i8,Diesel,4.0L,114,322,10.7,171844,Electric,7,1312,Automatic,RWD,2018,3.2
Toyota,Corolla,Petrol,82 kWh,1190,339,5.3,174562,Hybrid,5,1599,Dual Clutch,RWD,2021,18.4
Tesla,Focus,Hybrid,82 kWh,604,385,11.3,137537,Hybrid,2,1446,Dual Clutch,AWD,2020,6.9
Suzuki,E-Class,Hybrid,3.0L,530,250,4.7,68806,Diesel,2,695,Dual Clutch,FWD,2024,15.0
Lexus,A6,Electric,3.0L,460,145,9.6,90992,Electric,2,1303,Manual,AWD,2024,12.4
Suzuki,E-Class,Hybrid,100 kWh,1137,375,8.5,299464,Petrol,4,1304,Dual Clutch,FWD,2015,12.1
Lexus,Elantra,Diesel,4.0L,96,266,9.6,273852,Electric,5,1058,Automatic,AWD,2018,15.2
Volkswagen,CX-5,Electric,100 kWh,863,243,6.7,188217,Diesel,7,1112,Single Speed,RWD,2020,6.5
Ferrari,X5,Hybrid,3.0L,1190,376,11.4,209760,Petrol,2,1410,Manual,FWD,2017,5.7
Audi,Elantra,Diesel,1.2L,1044,294,8.5,35754,Diesel,4,574,Automatic,FWD,2016,14.1
Volvo,Model X,Hybrid,1.2L,617,396,5.2,84837,Electric,7,717,Dual Clutch,FWD,2016,7.9
Hyundai,Focus,Hybrid,1.5L,690,374,8.6,153279,Petrol,7,740,Dual Clutch,FWD,2024,19.6
Geely,A6,Petrol,82 kWh,636,179,5.2,233811,Diesel,7,361,Single Speed,RWD,2018,10.7
BYD,Civic,Hybrid,4.0L,773,336,5.3,129780,Hybrid,2,261,Automatic,RWD,2015,4.9
Lexus,Model X,Hybrid,2.0L,254,196,6.3,102081,Petrol,7,280,Manual,RWD,2024,14.7
Land Rover,Camry,Diesel,82 kWh,1162,237,10.6,127099,Petrol,5,824,Automatic,AWD,2016,8.2
Ferrari,Elantra,Diesel,2.0L,917,276,7.3,166174,Diesel,4,568,Dual Clutch,RWD,2024,5.5
Renault,Civic,Petrol,1.5L,668,226,8.9,279068,Hybrid,7,120,Manual,AWD,2016,10.2
Kia,CX-5,Hybrid,1.5L,875,381,6.2,100015,Petrol,7,1398,Dual Clutch,AWD,2018,19.4
Chevrolet,Model S,Petrol,100 kWh,148,338,5.0,119987,Diesel,5,359,Dual Clutch,RWD,2018,10.0
Kia,Passat,Hybrid,3.0L,648,223,11.6,69333,Petrol,7,1456,Automatic,RWD,2015,8.9
BMW,CX-5,Electric,1.5L,482,381,8.2,230530,Petrol,2,565,Single Speed,RWD,2021,10.6
Land Rover,RX 500h,Electric,1.5L,615,391,11.4,192171,Petrol,2,1239,Dual Clutch,AWD,2021,3.2
BYD,Tiguan,Petrol,2.0L,238,329,4.4,203418,Hybrid,2,1536,Automatic,FWD,2024,5.3
Peugeot,Corolla,Petrol,3.0L,750,291,3.9,141372,Electric,7,636,Manual,RWD,2024,17.4
Ferrari,Model S,Petrol,1.5L,652,278,10.6,221553,Electric,4,1051,Single Speed,AWD,2024,19.6
Peugeot,Sportage,Diesel,82 kWh,584,315,9.0,84767,Hybrid,4,865,Dual Clutch,AWD,2015,5.7
Audi,X5,Diesel,1.5L,101,147,4.3,119332,Hybrid,7,1058,Dual Clutch,RWD,2022,12.1
Renault,Q7,Diesel,3.0L,356,374,5.1,158279,Diesel,4,1033,Manual,AWD,2024,19.4
Toyota,Sportage,Petrol,100 kWh,663,302,10.1,21336,Petrol,4,950,Automatic,RWD,2021,5.7
BMW,F-Type,Hybrid,4.0L,1136,188,6.8,221238,Hybrid,7,1380,Dual Clutch,AWD,2021,6.2
Jaguar,Camry,Electric,3.0L,686,177,8.9,294400,Diesel,2,1291,Manual,FWD,2020,18.8
Hyundai,Defender,Petrol,2.0L,1094,275,5.5,245517,Electric,7,632,Dual Clutch,AWD,2018,15.0
Volvo,CX-5,Diesel,4.0L,339,358,6.1,195889,Electric,2,114,Automatic,RWD,2022,5.6
Volkswagen,Defender,Diesel,82 kWh,587,173,11.9,60704,Electric,2,149,Single Speed,FWD,2016,9.7
Chevrolet,Focus,Petrol,1.2L,1196,218,4.9,241884,Electric,4,1098,Automatic,RWD,2021,4.0
Toyota,Leaf,Petrol,3.0L,1103,375,7.3,182848,Diesel,4,403,Automatic,AWD,2017,10.4
Tesla,Tiguan,Diesel,100 kWh,652,300,10.5,287204,Petrol,2,515,Automatic,FWD,2017,16.2
Land Rover,Tiguan,Hybrid,2.0L,1183,314,4.8,234182,Diesel,2,404,Manual,FWD,2021,12.4
Land Rover,Model S,Diesel,82 kWh,295,360,6.4,93563,Petrol,4,295,Dual Clutch,AWD,2017,14.0
Mazda,RX 500h,Diesel,4.0L,739,148,8.3,150102,Electric,5,912,Single Speed,FWD,2019,8.6
Volvo,F-Type,Petrol,82 kWh,986,252,7.1,104779,Hybrid,2,899,Manual,FWD,2022,5.7
Hyundai,Passat,Hybrid,3.0L,195,344,6.9,179361,Hybrid,2,487,Automatic,FWD,2018,3.2
Hyundai,X5,Diesel,1.5L,1025,325,5.9,114704,Hybrid,2,856,Single Speed,RWD,2021,17.0
Ford,Chiron,Diesel,100 kWh,1190,336,8.1,276757,Petrol,4,554,Automatic,RWD,2021,13.8
Nissan,i8,Electric,3.0L,143,387,8.4,125234,Electric,7,812,Automatic,FWD,2016,6.9
Toyota,Mustang,Petrol,1.2L,125,254,8.7,51491,Diesel,2,804,Automatic,AWD,2022,10.1
BYD,Ioniq 6,Electric,3.0L,789,260,3.2,241621,Hybrid,2,947,Single Speed,AWD,2024,16.6
Mazda,Chiron,Electric,4.0L,622,280,8.5,35448,Petrol,2,1433,Dual Clutch,RWD,2024,12.2
Tesla,A6,Diesel,4.0L,101,204,11.6,64294,Hybrid,7,1250,Automatic,AWD,2023,8.1
Volvo,Camry,Petrol,3.0L,643,378,7.6,298590,Diesel,7,274,Dual Clutch,FWD,2020,7.5
Geely,E-Class,Hybrid,4.0L,736,149,9.3,231461,Electric,2,1257,Single Speed,AWD,2019,6.7
Mazda,Camry,Diesel,1.5L,353,372,7.8,100615,Diesel,2,1189,Single Speed,RWD,2015,17.0
Suzuki,F-Type,Hybrid,82 kWh,256,334,10.6,32101,Electric,5,1516,Automatic,RWD,2015,12.9
Honda,CX-5,Hybrid,3.0L,567,151,11.3,165004,Electric,7,1488,Dual Clutch,FWD,2023,15.1
Chevrolet,Ioniq 6,Petrol,100 kWh,199,316,4.3,105481,Electric,5,378,Dual Clutch,RWD,2018,17.6
Suzuki,Defender,Electric,1.5L,708,316,6.7,67802,Hybrid,2,857,Automatic,RWD,2015,19.8
Lexus,Civic,Petrol,82 kWh,183,356,6.2,284693,Diesel,2,462,Manual,RWD,2024,7.2
Land Rover,A6,Hybrid,100 kWh,82,150,6.3,225005,Hybrid,2,270,Manual,AWD,2017,6.1
Honda,Mustang,Diesel,100 kWh,513,257,3.7,171434,Diesel,2,1174,Single Speed,RWD,2020,10.9
Renault,RX 500h,Hybrid,100 kWh,516,303,10.2,62842,Petrol,4,1451,Single Speed,AWD,2022,3.6
Peugeot,Defender,Diesel,82 kWh,1055,178,2.8,61539,Petrol,4,764,Manual,RWD,2024,16.5
Honda,Elantra,Diesel,1.5L,1062,192,7.5,48717,Diesel,4,691,Manual,RWD,2016,18.0
Lexus,Corolla,Petrol,100 kWh,784,357,8.8,261281,Diesel,5,1030,Manual,AWD,2022,14.7
Nissan,RX 500h,Hybrid,100 kWh,143,345,4.5,201272,Diesel,7,1268,Automatic,AWD,2015,7.6
Mercedes,CX-5,Electric,2.0L,606,195,11.1,130042,Diesel,2,373,Automatic,FWD,2016,5.1
Toyota,Mustang,Hybrid,3.0L,170,257,10.5,142922,Electric,7,1278,Automatic,FWD,2022,9.5
Porsche,Tiguan,Hybrid,82 kWh,245,392,7.0,107447,Hybrid,4,607,Automatic,AWD,2021,17.2
Kia,Camry,Electric,82 kWh,496,319,6.4,173693,Electric,2,462,Automatic,RWD,2019,8.9
Nissan,Q7,Petrol,4.0L,110,374,4.7,27823,Hybrid,2,1448,Automatic,FWD,2024,3.6
Geely,F-Type,Hybrid,82 kWh,498,335,9.4,44986,Hybrid,5,947,Single Speed,AWD,2016,7.7
Geely,Leaf,Hybrid,1.5L,413,219,3.8,136682,Hybrid,7,754,Dual Clutch,AWD,2023,19.8
Volkswagen,i8,Diesel,82 kWh,435,274,9.0,79325,Electric,5,397,Single Speed,RWD,2019,14.5
Lexus,Corolla,Hybrid,2.0L,678,161,10.5,265476,Diesel,4,593,Dual Clutch,AWD,2022,18.3
Audi,Camry,Electric,3.0L,726,364,4.7,72771,Electric,7,645,Single Speed,FWD,2018,16.2
Porsche,Tiguan,Diesel,3.0L,797,197,10.7,69973,Electric,4,403,Single Speed,RWD,2023,12.2
Toyota,Civic,Petrol,82 kWh,298,232,2.8,160762,Hybrid,5,1590,Automatic,AWD,2024,5.5
Land Rover,Ioniq 6,Diesel,100 kWh,894,331,11.2,72888,Petrol,5,1003,Automatic,AWD,2021,8.9
Hyundai,A6,Electric,1.2L,958,242,3.6,25956,Petrol,2,338,Dual Clutch,RWD,2016,12.9
Volkswagen,X5,Electric,1.2L,1053,146,8.6,101839,Electric,7,749,Dual Clutch,RWD,2017,17.8
Ford,i8,Diesel,100 kWh,905,267,4.9,182605,Hybrid,7,983,Automatic,RWD,2016,7.6
Renault,F-Type,Petrol,100 kWh,186,194,10.4,116131,Electric,2,1299,Single Speed,FWD,2019,5.1
BYD,Camry,Diesel,100 kWh,887,370,7.4,202973,Electric,7,509,Dual Clutch,FWD,2016,12.5
Chevrolet,Ioniq 6,Petrol,1.5L,437,201,3.8,26519,Diesel,4,825,Manual,AWD,2019,6.0
Audi,Ioniq 6,Diesel,1.2L,1187,379,7.9,177187,Hybrid,4,1487,Manual,AWD,2023,13.4
Nissan,Model S,Electric,100 kWh,237,229,6.4,16832,Petrol,5,1146,Manual,RWD,2016,7.5
Ford,Taycan,Hybrid,1.5L,1023,371,8.8,128922,Petrol,4,417,Dual Clutch,AWD,2023,6.9
Toyota,Chiron,Hybrid,4.0L,730,372,10.9,120474,Petrol,7,624,Automatic,AWD,2021,9.8
Honda,Chiron,Petrol,1.5L,764,291,6.4,84715,Electric,2,1004,Automatic,RWD,2021,13.1
Hyundai,Leaf,Petrol,1.2L,994,284,5.3,88366,Hybrid,5,1399,Automatic,FWD,2019,12.3
Ford,Tiguan,Petrol,82 kWh,221,269,2.6,52570,Diesel,2,1123,Dual Clutch,FWD,2022,7.2
Mazda,Chiron,Electric,4.0L,655,280,8.0,152687,Petrol,5,719,Dual Clutch,FWD,2021,18.1
Land Rover,Defender,Diesel,1.2L,982,232,6.3,53311,Hybrid,5,1052,Manual,AWD,2020,4.9
BYD,Ioniq 6,Electric,1.5L,343,253,6.1,118187,Petrol,2,1352,Dual Clutch,RWD,2016,3.7
Chevrolet,Q7,Hybrid,2.0L,565,282,4.2,101879,Diesel,4,1231,Manual,FWD,2020,13.2
Geely,Focus,Petrol,3.0L,170,362,6.6,30739,Hybrid,4,900,Manual,AWD,2016,5.1
BYD,Mustang,Diesel,1.2L,626,371,11.9,81202,Electric,4,1015,Automatic,RWD,2015,11.6
Ford,RX 500h,Hybrid,100 kWh,1175,172,5.3,113580,Electric,4,1299,Dual Clutch,FWD,2023,19.2
Mercedes,Camry,Hybrid,1.5L,142,309,8.2,239491,Petrol,2,419,Automatic,FWD,2019,14.9
Toyota,Chiron,Hybrid,100 kWh,1107,279,9.9,94599,Petrol,7,1409,Automatic,RWD,2024,13.5
Mazda,X5,Electric,100 kWh,226,340,9.6,179721,Hybrid,5,975,Dual Clutch,AWD,2024,12.8
Porsche,Q7,Petrol,100 kWh,804,162,5.6,246436,Diesel,2,428,Dual Clutch,AWD,2018,6.1
BYD,Camry,Hybrid,100 kWh,201,363,8.3,131770,Petrol,4,852,Single Speed,FWD,2022,10.4
Kia,i8,Petrol,100 kWh,1088,292,10.8,194693,Hybrid,4,756,Manual,RWD,2019,8.8
Chevrolet,Leaf,Electric,4.0L,628,224,2.6,276051,Diesel,2,1479,Single Speed,AWD,2021,19.2
Porsche,i8,Hybrid,1.2L,176,248,6.6,129300,Petrol,5,1137,Manual,RWD,2017,7.1
Honda,Model X,Electric,1.2L,334,170,4.6,206012,Petrol,2,1398,Manual,RWD,2022,11.0
BYD,Taycan,Electric,3.0L,1172,368,6.2,186796,Hybrid,2,170,Manual,FWD,2022,18.9
Lexus,F-Type,Petrol,1.5L,224,379,6.5,177776,Petrol,7,926,Automatic,RWD,2017,16.4
Toyota,Leaf,Hybrid,2.0L,1057,280,9.6,256942,Electric,2,1318,Automatic,RWD,2023,19.4
Geely,E-Class,Electric,4.0L,1066,295,3.4,17526,Diesel,7,964,Dual Clutch,RWD,2022,13.3
Volkswagen,Passat,Hybrid,1.5L,316,238,7.4,283718,Diesel,5,1027,Manual,AWD,2015,8.7
BMW,Defender,Petrol,4.0L,600,186,7.9,285877,Electric,2,205,Manual,FWD,2022,17.1
Peugeot,Q7,Electric,1.2L,927,206,7.2,51051,Hybrid,2,869,Manual,FWD,2018,8.0
BYD,Model X,Petrol,100 kWh,607,201,9.5,30909,Electric,4,992,Automatic,RWD,2020,5.8
Audi,Leaf,Hybrid,3.0L,798,248,6.1,92338,Electric,2,295,Dual Clutch,RWD,2024,15.0
Peugeot,Mustang,Hybrid,3.0L,223,306,11.5,197643,Diesel,4,244,Automatic,AWD,2023,13.9
BYD,Camry,Petrol,82 kWh,161,176,7.1,94062,Hybrid,4,1473,Single Speed,FWD,2019,17.9
Volkswagen,F-Type,Diesel,2.0L,407,258,7.9,196980,Petrol,4,1547,Single Speed,AWD,2021,19.4
Mercedes,X5,Electric,3.0L,519,225,10.3,66458,Electric,5,570,Single Speed,FWD,2015,17.6
Volkswagen,E-Class,Hybrid,100 kWh,879,191,5.1,237159,Electric,7,315,Dual Clutch,AWD,2023,4.0
Audi,E-Class,Hybrid,1.2L,856,230,3.2,246946,Hybrid,4,1216,Single Speed,RWD,2020,14.3
Honda,Mustang,Electric,2.0L,342,343,9.2,168263,Electric,2,359,Dual Clutch,AWD,2018,16.3
Kia,E-Class,Petrol,1.5L,657,377,7.1,179164,Hybrid,2,1033,Automatic,RWD,2020,19.7
Mercedes,Tiguan,Petrol,100 kWh,246,294,11.0,104407,Petrol,4,674,Automatic,FWD,2019,9.4
Tesla,Passat,Petrol,100 kWh,900,379,11.8,221329,Hybrid,4,384,Dual Clutch,FWD,2017,5.9
Geely,Corolla,Diesel,3.0L,712,275,6.3,77513,Petrol,2,583,Automatic,RWD,2021,17.5
Toyota,Sportage,Diesel,2.0L,1142,203,6.4,160476,Hybrid,4,471,Automatic,FWD,2017,8.4
Land Rover,X5,Hybrid,1.2L,636,262,6.4,50198,Electric,7,169,Dual Clutch,AWD,2016,13.2
Jaguar,A6,Petrol,82 kWh,735,393,5.6,240295,Petrol,7,478,Single Speed,RWD,2018,9.6
Suzuki,F-Type,Electric,4.0L,937,253,9.9,279323,Electric,5,1402,Dual Clutch,FWD,2021,9.8
Geely,CX-5,Hybrid,4.0L,1139,159,9.7,17019,Petrol,4,401,Manual,AWD,2019,15.5
Geely,Taycan,Electric,1.2L,371,155,7.0,96455,Hybrid,5,354,Automatic,AWD,2023,9.1
Hyundai,Civic,Hybrid,1.2L,937,284,2.9,231311,Hybrid,5,1043,Dual Clutch,FWD,2024,14.8
Suzuki,Q7,Diesel,4.0L,981,347,5.4,164776,Hybrid,5,791,Automatic,FWD,2021,3.2
BMW,Passat,Hybrid,82 kWh,477,158,5.3,164102,Diesel,4,1387,Single Speed,AWD,2023,8.5
Audi,Leaf,Diesel,2.0L,891,305,10.2,18420,Diesel,5,933,Automatic,RWD,2023,8.4
Jaguar,Defender,Hybrid,4.0L,630,177,3.3,193725,Petrol,7,816,Dual Clutch,FWD,2016,15.7
Volvo,Q7,Petrol,1.2L,533,320,10.2,31740,Diesel,5,523,Single Speed,FWD,2015,8.3
Peugeot,Mustang,Electric,3.0L,213,244,8.9,120789,Hybrid,7,312,Single Speed,RWD,2018,13.8
Tesla,Leaf,Petrol,1.5L,511,239,9.5,34465,Diesel,7,199,Single Speed,RWD,2018,14.7
Volvo,Q7,Hybrid,82 kWh,556,229,6.6,19131,Diesel,4,1235,Manual,FWD,2016,14.2
Volkswagen,Chiron,Hybrid,100 kWh,929,218,9.0,25652,Electric,5,407,Dual Clutch,RWD,2017,13.3
Honda,RX 500h,Hybrid,82 kWh,217,212,8.3,233115,Petrol,4,777,Dual Clutch,AWD,2017,10.0
Porsche,Chiron,Diesel,3.0L,1164,315,9.8,260289,Petrol,7,574,Single Speed,AWD,2019,9.3
Volkswagen,CX-5,Electric,3.0L,880,235,6.7,104342,Petrol,2,211,Automatic,AWD,2015,12.6
Toyota,Civic,Electric,100 kWh,735,242,7.0,296315,Diesel,5,1210,Single Speed,FWD,2023,4.1
Nissan,Tiguan,Hybrid,1.2L,159,363,8.6,232201,Hybrid,4,282,Manual,RWD,2022,17.9
Toyota,Chiron,Hybrid,4.0L,268,145,3.5,274820,Electric,2,696,Single Speed,AWD,2022,17.0
BYD,A6,Diesel,2.0L,607,261,6.6,201764,Petrol,5,264,Dual Clutch,RWD,2017,8.9
Nissan,A6,Petrol,82 kWh,370,375,11.7,73541,Diesel,5,914,Single Speed,AWD,2016,12.6
Nissan,F-Type,Petrol,100 kWh,793,255,2.9,24470,Hybrid,4,189,Automatic,RWD,2015,18.8
Mercedes,Leaf,Electric,82 kWh,1032,302,5.5,207416,Electric,2,554,Dual Clutch,AWD,2020,7.6
Honda,RX 500h,Diesel,3.0L,137,365,5.5,59308,Electric,4,337,Automatic,AWD,2024,15.6
BMW,CX-5,Hybrid,4.0L,528,369,8.5,150669,Petrol,5,633,Single Speed,AWD,2015,4.4
Volkswagen,A6,Electric,82 kWh,467,321,3.5,117840,Petrol,5,826,Dual Clutch,AWD,2019,11.9
Mercedes,Camry,Diesel,2.0L,689,388,8.5,176860,Hybrid,7,157,Manual,AWD,2023,18.0
Chevrolet,Mustang,Petrol,3.0L,799,349,3.4,64477,Diesel,5,641,Dual Clutch,AWD,2023,12.4
Kia,Camry,Diesel,2.0L,625,283,3.4,123261,Hybrid,5,1121,Automatic,AWD,2018,13.5
